,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW020: MEANING OF LIFE
16947,308590201,DE,2013,1951,1,2.0,1,LOC,2,3.0,7.0,1,42.0,2.0,1.0,1.0,1.0,2,2,0.0,0,0.0,30162.41,0.0,30162.41,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0
16948,308590202,DE,2013,1955,2,2.0,1,LOC,2,3.0,10.0,1,11.0,2.0,4.0,1.0,1.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0
16949,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16950,308660602,DE,2013,1955,2,1.0,1,LOC,2,3.0,8.0,2,51.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,13139.92,0.0,0.0,0.0,0.0,13139.92,0.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0
16951,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
16952,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16953,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16954,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16955,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16957,308849001,DE,2013,1950,1,2.0,3,LOC,2,3.0,7.0,2,33.0,2.0,2.0,1.0,3.0,1,2,0.0,793,54.36,13202.97,0.0,13202.97,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
16958,308849002,DE,2013,1949,2,2.0,3,LOC,2,3.0,7.0,2,31.0,2.0,2.0,1.0,3.0,2,1,0.0,2100,0.0,7553.7,0.0,7553.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
16959,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16960,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16961,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16962,308909102,DE,2013,1980,1,1.0,3,LOC,2,5.0,1.0,1,26.0,2.0,3.0,2.0,3.0,2,2,33332.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,9.0
16963,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16964,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16965,308935801,DE,2013,1946,1,2.0,1,LOC,2,5.0,7.0,2,13.0,1.0,2.0,1.0,3.0,2,2,0.0,3720,0.0,35955.55,0.0,35955.55,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0
16966,308935802,DE,2013,1951,2,2.0,3,LOC,2,5.0,7.0,2,21.0,2.0,4.0,2.0,3.0,2,2,0.0,0,0.0,5627.36,0.0,5627.36,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0
16967,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
16968,308939702,DE,2013,1989,1,1.0,1,LOC,2,5.0,6.0,2,52.0,2.0,3.0,2.0,2.0,2,2,9967.01,2020,0.0,4127.93,0.0,0.0,4127.93,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0
16969,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16970,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
16971,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16972,309013901,DE,2013,1957,1,3.0,1,LOC,2,3.0,3.0,1,23.0,1.0,3.0,2.0,2.0,2,2,46661.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,8.0
16973,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16974,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16975,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16976,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16977,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16978,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16979,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16980,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
16981,309139602,DE,2013,1932,2,2.0,3,LOC,2,5.0,7.0,2,21.0,2.0,3.0,1.0,3.0,2,2,0.0,1930,0.0,6044.57,0.0,6044.57,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,99.0
16982,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16983,309144502,DE,2013,1944,2,2.0,3,LOC,2,3.0,7.0,1,41.0,0.0,2.0,2.0,3.0,2,2,0.0,0,0.0,453.46,0.0,453.46,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,9.0
16984,309200201,DE,2013,1932,1,2.0,3,LOC,2,3.0,7.0,2,42.0,2.0,1.0,2.0,2.0,2,1,1950.44,0,0.0,12716.03,0.0,12716.03,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
16985,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16986,309251401,DE,2013,1932,1,2.0,3,LOC,2,5.0,7.0,1,14.0,2.0,3.0,2.0,1.0,2,2,0.0,1506,0.0,26369.49,0.0,26369.49,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
16987,309251402,DE,2013,1938,2,2.0,1,LOC,2,3.0,7.0,2,51.0,2.0,2.0,2.0,3.0,8,2,0.0,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0
16988,309287801,DE,2013,1986,2,1.0,3,LOC,2,4.0,1.0,1,26.0,2.0,2.0,2.0,1.0,2,2,11019.65,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,8.0
16989,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16990,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16991,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16992,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16993,309309802,DE,2013,1958,2,2.0,1,LOC,2,3.0,1.0,1,31.0,2.0,2.0,1.0,2.0,2,2,49139.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
16994,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16995,309320902,DE,2013,1950,2,5.0,1,LOC,2,5.0,7.0,1,32.0,1.0,2.0,2.0,2.0,2,2,0.0,0,0.0,17876.52,0.0,17876.52,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0
16996,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
16997,309326002,DE,2013,1989,2,1.0,1,LOC,2,5.0,6.0,2,52.0,2.0,2.0,1.0,3.0,2,2,2295.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0
16998,309328701,DE,2013,1944,1,2.0,1,LOC,1,5.0,7.0,1,12.0,2.0,3.0,1.0,2.0,2,2,0.0,1000,0.0,22152.64,0.0,22152.64,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
16999,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17000,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17001,309337602,DE,2013,1943,2,4.0,1,LOC,2,3.0,7.0,1,81.0,0.0,3.0,2.0,3.0,2,2,0.0,2972,0.0,1875.6,0.0,1875.6,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,10.0
17002,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17003,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17004,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17005,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17006,309420501,DE,2013,1957,2,1.0,1,LOC,2,5.0,1.0,1,23.0,2.0,3.0,1.0,3.0,2,2,29711.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
17007,309420502,DE,2013,1954,1,1.0,1,LOC,2,2.0,8.0,1,81.0,2.0,2.0,8.0,3.0,2,2,0.0,1050,0.0,24349.89,0.0,0.0,0.0,0.0,24349.89,0.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0
17008,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17009,309446201,DE,2013,1932,1,2.0,2,LOC,2,3.0,7.0,2,96.0,1.0,2.0,2.0,3.0,2,2,0.0,0,0.0,17063.75,0.0,9844.03,7219.72,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
17010,309446202,DE,2013,1932,2,5.0,1,LOC,2,2.0,7.0,1,10.0,2.0,2.0,1.0,3.0,1,2,0.0,1274,0.0,8731.02,0.0,8731.02,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
17011,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17012,309472802,DE,2013,1940,1,2.0,1,LOC,2,3.0,7.0,2,13.0,1.0,1.0,1.0,3.0,2,2,0.0,412,0.0,34363.95,0.0,34363.95,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,9.0
17013,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
17014,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17015,309531601,DE,2013,1935,1,2.0,3,LOC,2,2.0,7.0,1,81.0,2.0,2.0,2.0,3.0,2,2,0.0,10090,0.0,23487.19,0.0,23487.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
17016,309531602,DE,2013,1935,2,1.0,1,LOC,2,4.0,7.0,1,42.0,0.0,2.0,1.0,2.0,2,2,0.0,600,0.0,11893.16,0.0,10715.48,1177.68,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
17017,309618101,DE,2013,1944,1,2.0,2,LOC,2,5.0,7.0,2,11.0,1.0,3.0,1.0,2.0,2,2,0.0,0,247.06,13736.83,0.0,13736.83,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0
17018,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17019,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17020,309664802,DE,2013,1941,2,2.0,1,LOC,2,2.0,7.0,2,52.0,1.0,3.0,1.0,3.0,2,2,0.0,570,0.0,36607.3,0.0,36607.3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,10.0
17021,309699301,DE,2013,1938,1,2.0,3,LOC,2,3.0,7.0,2,71.0,2.0,2.0,2.0,3.0,2,2,0.0,488,0.0,4753.17,0.0,4753.17,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0
17022,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17023,309700301,DE,2013,1980,1,2.0,1,LOC,2,3.0,1.0,2,42.0,2.0,2.0,2.0,3.0,2,2,32502.95,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0
17024,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
17025,309719401,DE,2013,1936,1,2.0,3,LOC,2,5.0,7.0,1,23.0,2.0,1.0,1.0,3.0,2,2,0.0,1760,0.0,11838.08,0.0,11838.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0
17026,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17027,309873201,DE,2013,1966,2,5.0,3,LOC,2,5.0,2.0,1,32.0,2.0,2.0,1.0,2.0,2,2,6046.96,0,0.0,2682.87,0.0,611.77,0.0,0.0,2071.1,0.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0
17028,309873202,DE,2013,1991,1,1.0,1,LOC,2,3.0,6.0,2,74.0,2.0,3.0,2.0,3.0,2,2,185.59,0,0.0,186.78,0.0,0.0,0.0,0.0,0.0,186.78,1.0,1.0,3.0,1.0,1.0,3.0,6.0
17029,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17030,309918602,DE,2013,1953,2,2.0,3,LOC,2,3.0,7.0,1,41.0,1.0,4.0,8.0,3.0,2,2,0.0,1502,0.0,19495.89,0.0,19495.89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0
17031,309930001,DE,2013,1969,2,2.0,3,LOC,1,2.0,10.0,1,91.0,2.0,2.0,1.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0
17032,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17033,309970701,DE,2013,1956,1,1.0,3,LOC,2,3.0,1.0,1,71.0,2.0,3.0,2.0,8.0,2,2,62313.13,329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
17034,309970702,DE,2013,1960,2,2.0,3,LOC,2,3.0,10.0,2,52.0,2.0,3.0,1.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0
17035,309983501,DE,2013,1941,1,2.0,1,LOC,2,3.0,7.0,1,54.0,1.0,2.0,2.0,1.0,2,2,0.0,0,0.0,15641.9,0.0,15641.9,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0
17036,309983502,DE,2013,1948,2,2.0,3,LOC,2,3.0,7.0,1,52.0,0.0,2.0,1.0,3.0,2,2,0.0,290,0.0,8282.03,0.0,8282.03,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0
17037,309985501,DE,2013,1953,1,2.0,1,LOC,2,5.0,1.0,1,23.0,1.0,1.0,2.0,3.0,2,2,44484.76,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0
17038,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17039,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17040,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17041,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17042,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17043,310203501,DE,2013,1949,1,2.0,3,LOC,2,3.0,7.0,2,32.0,2.0,3.0,2.0,3.0,2,2,0.0,1200,0.0,15939.51,0.0,15939.51,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
17044,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17045,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17046,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17047,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17048,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
17049,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
17050,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
