,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW130: TRUST IN THE POLITICAL SYSTEM
18399,334242301,DE,2013,1936,1,2.0,1,0,2,3.0,7.0,1,72.0,2.0,3.0,2.0,3.0,2,2,5893.24,15888,0.0,25046.28,0.0,25046.28,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0
18400,334242302,DE,2013,1943,2,1.0,1,0,1,5.0,7.0,1,41.0,2.0,1.0,-1.0,1.0,2,2,0.0,0,0.0,6100.82,0.0,6100.82,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,1.0,-1.0
18401,334259101,DE,2013,1975,1,1.0,3,0,2,5.0,3.0,1,24.0,1.0,2.0,2.0,2.0,2,2,53892.78,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0
18402,334259102,DE,2013,1984,2,1.0,3,0,2,5.0,1.0,1,22.0,2.0,2.0,1.0,2.0,2,2,20397.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,-1.0
18404,334270602,DE,2013,1985,1,1.0,3,0,2,5.0,1.0,1,24.0,2.0,3.0,2.0,2.0,2,2,32826.5,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18405,334291501,DE,2013,1986,2,2.0,3,0,2,2.0,1.0,1,41.0,2.0,2.0,1.0,3.0,2,2,18847.86,820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,-1.0
18406,334291502,DE,2013,1989,1,1.0,1,0,2,3.0,5.0,1,83.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,9892.82,9892.82,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0
18407,334299901,DE,2013,1984,1,1.0,3,0,2,3.0,1.0,1,96.0,1.0,3.0,2.0,2.0,2,2,20139.72,6177,0.0,3020.96,3020.96,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,-1.0
18408,334299902,DE,2013,1979,1,1.0,1,0,2,5.0,1.0,1,23.0,2.0,2.0,-1.0,3.0,2,2,26793.36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
18409,334402401,DE,2013,1942,1,2.0,1,0,2,3.0,7.0,1,52.0,2.0,3.0,2.0,3.0,2,2,0.0,240,0.0,58472.26,0.0,58472.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
18410,334402402,DE,2013,1944,2,4.0,1,0,2,2.0,7.0,2,91.0,2.0,2.0,2.0,3.0,2,2,0.0,780,0.0,7554.93,0.0,7554.93,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
18411,334416001,DE,2013,1980,1,1.0,1,0,2,5.0,1.0,1,12.0,1.0,1.0,2.0,3.0,2,2,57112.44,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,-1.0
18412,334416002,DE,2013,1983,2,2.0,3,0,1,5.0,2.0,2,21.0,2.0,2.0,2.0,3.0,2,2,1987.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0
18413,334464601,DE,2013,1964,1,2.0,3,0,2,5.0,1.0,1,23.0,2.0,3.0,2.0,3.0,2,2,34932.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
18414,334464602,DE,2013,1971,2,2.0,3,0,2,5.0,2.0,1,22.0,2.0,3.0,2.0,3.0,2,2,59953.77,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0
18416,334497102,DE,2013,1995,1,1.0,3,0,2,2.0,6.0,1,-1.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0
18418,334545502,DE,2013,1936,2,2.0,1,0,2,5.0,7.0,2,33.0,1.0,2.0,1.0,1.0,2,2,0.0,5144,0.0,5996.28,0.0,5996.28,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
18419,334746301,DE,2013,1971,2,2.0,1,0,2,3.0,2.0,1,74.0,2.0,4.0,1.0,3.0,1,2,29203.49,5149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0
18420,334766901,DE,2013,1932,1,2.0,3,0,2,3.0,7.0,1,74.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,16910.75,0.0,16910.75,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0
18421,334766902,DE,2013,1939,2,2.0,1,0,2,2.0,10.0,2,-1.0,1.0,3.0,2.0,3.0,2,2,0.0,660,0.0,456.47,456.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,8.0
18422,334783001,DE,2013,1932,2,5.0,1,0,2,1.0,7.0,2,81.0,2.0,1.0,-1.0,3.0,2,2,0.0,533,0.0,15318.67,0.0,15318.67,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
18423,334783002,DE,2013,1963,1,1.0,1,0,2,5.0,1.0,2,21.0,2.0,2.0,1.0,2.0,2,2,17395.33,1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,7.0
18424,334810201,DE,2013,1980,1,1.0,1,0,1,3.0,5.0,1,-1.0,2.0,2.0,1.0,1.0,2,2,0.0,180,0.0,3593.21,3593.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0
18425,334810202,DE,2013,1986,2,1.0,1,0,2,4.0,6.0,2,41.0,2.0,4.0,1.0,3.0,2,2,6132.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,9.0
18427,334862302,DE,2013,1995,2,1.0,1,0,1,2.0,6.0,2,-1.0,1.0,2.0,-1.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
18428,334885301,DE,2013,1940,1,2.0,3,0,2,5.0,7.0,1,23.0,1.0,1.0,1.0,3.0,2,2,0.0,0,0.0,46710.31,0.0,46710.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0
18429,334885302,DE,2013,1939,2,2.0,1,0,2,2.0,10.0,2,-1.0,2.0,1.0,1.0,2.0,2,2,775.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0
18431,334896302,DE,2013,1951,2,2.0,1,0,1,3.0,10.0,2,33.0,2.0,2.0,2.0,3.0,2,2,0.0,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,-1.0
18432,335017101,DE,2013,1956,2,2.0,1,0,2,3.0,1.0,1,33.0,2.0,2.0,2.0,3.0,2,2,32116.91,2985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0
18433,335017102,DE,2013,1957,1,2.0,3,0,2,5.0,1.0,1,23.0,2.0,2.0,2.0,3.0,2,2,82369.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0
18434,335034301,DE,2013,1940,1,4.0,1,0,2,3.0,7.0,1,73.0,1.0,2.0,2.0,3.0,2,2,0.0,0,0.0,43305.18,0.0,43305.18,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0
18435,335034302,DE,2013,1939,2,4.0,3,0,2,2.0,7.0,1,81.0,2.0,1.0,1.0,1.0,2,2,0.0,2450,0.0,6885.83,0.0,6885.83,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
18436,335117901,DE,2013,1957,1,1.0,3,0,2,3.0,1.0,1,31.0,2.0,2.0,2.0,3.0,2,2,73703.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
18437,335117902,DE,2013,1961,2,1.0,2,0,1,3.0,8.0,2,11.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,8539.07,0.0,0.0,0.0,0.0,8539.07,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
18438,335149001,DE,2013,1990,2,1.0,1,0,1,4.0,5.0,2,53.0,-1.0,2.0,1.0,3.0,2,2,0.0,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0
18439,335149002,DE,2013,1984,1,1.0,1,0,2,5.0,1.0,1,26.0,2.0,1.0,2.0,3.0,2,-1,23109.85,1895,3312.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0
18440,335159401,DE,2013,1945,1,2.0,1,0,2,5.0,7.0,1,26.0,2.0,2.0,1.0,3.0,-1,2,0.0,0,0.0,24570.99,0.0,24570.99,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
18441,335159402,DE,2013,1946,2,2.0,1,0,1,2.0,7.0,2,81.0,-1.0,1.0,2.0,1.0,2,2,1749.65,0,0.0,804.22,0.0,804.22,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
18442,335170101,DE,2013,1945,1,5.0,1,0,2,3.0,7.0,2,74.0,2.0,2.0,2.0,2.0,2,2,0.0,0,0.0,14047.44,0.0,14047.44,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0
18443,335170102,DE,2013,1949,2,2.0,3,0,2,3.0,11.0,2,51.0,2.0,2.0,1.0,3.0,2,2,0.0,1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
18444,335185301,DE,2013,1934,1,2.0,1,0,2,5.0,7.0,1,31.0,2.0,2.0,2.0,3.0,2,2,0.0,2622,0.0,29529.13,0.0,29529.13,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0
18445,335185302,DE,2013,1936,2,2.0,1,0,2,5.0,7.0,2,32.0,2.0,2.0,1.0,3.0,2,2,0.0,4912,0.0,5071.0,0.0,5071.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,-1.0
18447,335244202,DE,2013,1955,1,2.0,1,0,2,5.0,1.0,1,33.0,1.0,2.0,2.0,1.0,2,2,52825.23,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0
18448,335246901,DE,2013,1960,2,4.0,1,0,2,3.0,2.0,1,21.0,2.0,1.0,2.0,3.0,-1,2,31914.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
18450,335264001,DE,2013,1934,2,2.0,1,0,2,3.0,7.0,2,42.0,2.0,3.0,1.0,3.0,2,2,0.0,500,0.0,6932.18,0.0,6932.18,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0
18451,335264002,DE,2013,1932,1,4.0,2,0,2,2.0,7.0,1,31.0,2.0,1.0,1.0,3.0,2,2,0.0,84,0.0,26542.76,0.0,26542.76,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0
18452,335285501,DE,2013,1947,1,2.0,3,0,2,3.0,7.0,1,52.0,1.0,2.0,1.0,3.0,2,2,0.0,0,104613.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,-1.0
18453,335285502,DE,2013,1948,2,2.0,1,0,2,3.0,2.0,2,53.0,2.0,1.0,2.0,3.0,2,2,21574.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
18454,335320301,DE,2013,1942,1,2.0,3,0,2,3.0,7.0,1,24.0,2.0,2.0,1.0,1.0,2,2,0.0,0,0.0,16983.05,0.0,16983.05,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,-1.0
18455,335320302,DE,2013,1941,2,2.0,1,0,2,2.0,7.0,1,61.0,2.0,1.0,2.0,3.0,2,2,0.0,0,0.0,21482.67,0.0,21482.67,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0
18456,335358301,DE,2013,1942,1,2.0,3,0,2,5.0,7.0,1,31.0,-1.0,3.0,2.0,2.0,2,2,0.0,2100,0.0,57418.69,0.0,57418.69,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
18457,335358302,DE,2013,1941,2,2.0,2,1,1,1.0,8.0,2,-1.0,-1.0,2.0,2.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0
18460,335491201,DE,2013,1979,1,2.0,1,0,2,3.0,1.0,1,83.0,1.0,1.0,1.0,3.0,2,2,40339.93,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
18461,335491202,DE,2013,1989,2,1.0,3,0,2,2.0,5.0,2,81.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,4084.54,4084.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
18462,335557501,DE,2013,1963,2,1.0,1,0,2,3.0,2.0,1,52.0,2.0,2.0,2.0,2.0,2,2,17829.46,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0
18463,335557502,DE,2013,1995,1,1.0,3,0,2,2.0,1.0,1,31.0,2.0,2.0,1.0,3.0,2,2,9532.89,0,0.0,572.81,0.0,0.0,0.0,572.81,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0
18464,335562601,DE,2013,1969,2,1.0,3,0,2,3.0,2.0,2,32.0,1.0,3.0,1.0,3.0,2,2,23530.48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0
18465,335700401,DE,2013,1965,2,5.0,3,0,1,3.0,1.0,1,33.0,1.0,3.0,2.0,3.0,2,2,16307.08,4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,-1.0
18466,335700402,DE,2013,1993,2,1.0,3,0,2,3.0,2.0,1,41.0,2.0,2.0,2.0,3.0,2,2,5433.32,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
18467,335719101,DE,2013,1936,1,2.0,1,0,2,3.0,7.0,1,52.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,36534.99,0.0,36534.99,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
18468,335719102,DE,2013,1937,2,2.0,3,0,2,3.0,7.0,1,41.0,2.0,2.0,2.0,3.0,1,2,0.0,0,0.0,4072.31,0.0,4072.31,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0
18469,335731701,DE,2013,1950,1,2.0,1,0,2,5.0,1.0,1,26.0,2.0,2.0,2.0,3.0,2,2,71294.0,1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
18470,335731702,DE,2013,1954,2,2.0,1,0,2,5.0,1.0,1,23.0,2.0,2.0,-1.0,1.0,2,2,17288.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
18471,335733401,DE,2013,1948,1,2.0,2,0,2,3.0,7.0,2,81.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,13412.6,0.0,7432.83,5979.77,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0
18472,335733402,DE,2013,1952,2,2.0,1,0,2,2.0,10.0,2,52.0,2.0,2.0,2.0,3.0,2,2,0.0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0
18473,335751701,DE,2013,1932,2,5.0,1,0,2,1.0,7.0,2,81.0,2.0,3.0,1.0,-1.0,1,2,6817.27,2400,0.0,3150.4,0.0,3150.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
18475,335771601,DE,2013,1932,2,5.0,1,0,2,1.0,7.0,1,81.0,2.0,2.0,1.0,3.0,2,2,0.0,1302,0.0,15358.46,0.0,15358.46,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0
18476,335771602,DE,2013,1963,1,2.0,1,0,2,3.0,1.0,2,71.0,1.0,2.0,1.0,3.0,2,1,22901.38,581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18477,335830601,DE,2013,1934,2,2.0,1,0,1,2.0,10.0,2,82.0,-1.0,2.0,-1.0,3.0,2,2,0.0,0,0.0,1565.73,1565.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0
18478,335830602,DE,2013,1932,1,2.0,3,0,2,5.0,7.0,1,31.0,1.0,2.0,2.0,-1.0,2,2,0.0,0,0.0,33707.14,0.0,33707.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18479,335849101,DE,2013,1944,1,5.0,3,0,2,3.0,7.0,1,52.0,2.0,3.0,2.0,1.0,2,-1,0.0,0,0.0,17363.1,0.0,17363.1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,7.0
18480,335849102,DE,2013,1945,2,2.0,3,0,2,3.0,7.0,1,53.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,11295.98,0.0,11295.98,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0
18481,335869901,DE,2013,1944,1,5.0,1,0,2,2.0,7.0,2,93.0,-1.0,1.0,1.0,2.0,2,2,0.0,0,0.0,12296.44,0.0,0.0,0.0,0.0,12296.44,0.0,1.0,2.0,1.0,2.0,2.0,1.0,10.0
18482,335869902,DE,2013,1951,2,2.0,1,0,2,3.0,2.0,1,51.0,2.0,3.0,2.0,3.0,2,2,24449.68,0,0.0,601.08,601.08,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
18483,335904601,DE,2013,1964,1,2.0,3,0,2,5.0,1.0,1,33.0,1.0,2.0,2.0,3.0,2,2,62511.51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,7.0
18484,335978301,DE,2013,1948,1,2.0,1,0,2,5.0,2.0,1,24.0,2.0,2.0,2.0,3.0,2,2,56076.48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,10.0
18487,336039501,DE,2013,1942,1,5.0,3,0,2,3.0,7.0,2,51.0,2.0,2.0,1.0,3.0,2,-1,0.0,100,0.0,20143.9,0.0,20143.9,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0
18488,336039502,DE,2013,1953,2,2.0,3,0,2,3.0,10.0,2,54.0,2.0,1.0,1.0,-1.0,2,2,100.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0
18489,336084501,DE,2013,1970,1,2.0,3,0,2,5.0,1.0,1,91.0,1.0,2.0,2.0,1.0,2,2,40200.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
18490,336084502,DE,2013,1971,2,2.0,1,0,2,5.0,1.0,1,25.0,1.0,3.0,1.0,3.0,2,2,33676.93,1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0
18491,336177201,DE,2013,1954,1,2.0,3,0,2,5.0,1.0,1,22.0,2.0,2.0,1.0,1.0,2,2,30584.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
18492,336177202,DE,2013,1955,2,2.0,1,0,2,3.0,2.0,2,43.0,2.0,1.0,2.0,3.0,2,2,34901.19,634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
18494,336290101,DE,2013,1970,1,2.0,2,0,2,5.0,1.0,1,72.0,2.0,2.0,2.0,1.0,2,2,55632.24,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0
18495,336290102,DE,2013,1971,2,2.0,1,0,2,5.0,1.0,1,41.0,1.0,2.0,2.0,3.0,2,2,44283.37,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0
18496,336303401,DE,2013,1932,2,4.0,3,0,2,3.0,7.0,1,24.0,2.0,2.0,2.0,2.0,2,2,0.0,32,0.0,7066.35,0.0,7066.35,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0
18497,336303402,DE,2013,1968,2,2.0,3,0,2,3.0,2.0,2,54.0,1.0,3.0,2.0,3.0,2,2,17434.18,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
18498,336303403,DE,2013,1969,2,2.0,3,0,2,3.0,2.0,1,41.0,2.0,2.0,2.0,2.0,2,2,22049.35,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
18499,336317901,DE,2013,1961,1,1.0,1,0,2,5.0,1.0,1,33.0,2.0,3.0,2.0,3.0,2,2,43285.91,813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0
18500,336317902,DE,2013,1961,2,2.0,1,0,1,5.0,10.0,2,-1.0,-1.0,1.0,2.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0
18502,336342801,DE,2013,1956,1,2.0,3,0,2,3.0,1.0,1,31.0,2.0,2.0,2.0,3.0,2,2,39819.72,4388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
18503,336342802,DE,2013,1962,2,2.0,1,0,2,5.0,1.0,1,13.0,1.0,1.0,2.0,3.0,2,2,101404.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
18505,336422101,DE,2013,1982,1,1.0,3,0,2,5.0,1.0,1,33.0,2.0,2.0,2.0,2.0,2,2,49329.4,0,0.0,2176.3,2176.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0
18506,336422102,DE,2013,1985,2,2.0,1,0,1,3.0,10.0,2,31.0,-1.0,2.0,2.0,3.0,2,2,0.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
18507,336461801,DE,2013,1982,1,5.0,1,0,2,3.0,1.0,1,33.0,1.0,2.0,2.0,3.0,2,2,61434.58,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
18508,336461802,DE,2013,1985,2,2.0,1,0,2,2.0,10.0,1,33.0,1.0,2.0,1.0,3.0,1,2,0.0,1549,0.0,5868.41,5868.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0
18509,336484201,DE,2013,1984,2,1.0,1,0,2,5.0,1.0,2,44.0,2.0,2.0,2.0,3.0,2,2,17931.6,617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
18510,336484203,DE,2013,1991,1,1.0,3,0,2,2.0,5.0,2,-1.0,2.0,2.0,1.0,2.0,2,1,8233.73,0,0.0,6512.85,6512.85,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0
18511,336487801,DE,2013,1950,1,2.0,2,0,1,5.0,7.0,1,21.0,1.0,2.0,1.0,3.0,2,2,0.0,0,0.0,24697.09,0.0,24697.09,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0
18512,336487802,DE,2013,1952,2,2.0,3,0,2,3.0,10.0,2,81.0,2.0,3.0,2.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
18513,336487803,DE,2013,1980,1,2.0,3,0,2,5.0,1.0,1,14.0,2.0,1.0,2.0,3.0,2,2,112698.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
18514,336539201,DE,2013,1952,1,3.0,3,0,2,3.0,1.0,1,33.0,2.0,2.0,1.0,2.0,2,2,36866.24,628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0
