"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","BE",73366,"2","2013","38",14013,14453,0,0,,,,,,,,0,0,0,0,0,,14,,0,0,0,,-441,,"3","3","NA","1","1","2","1","1","3","1","1","3","3000","3","NA","2","1","2","2","4","2","4","2","1","NA","NA","905.78","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73367,"2","2013","5",33570,25034,0,0,,,,,,,,0,5138,0,0,0,,0,,0,0,0,,8537,,"3","3","NA","1","1","2","1","1","1","1","1","1","2500","1","NA","2","1","2","2","1","1","5","2","1","NA","NA","386.42","NA","1","1","1","NA","1","1","NA","NA","NA","1","1","1","1","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73370,"2","2013","21",27397,24894,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2504,,"NA","3","3","1","1","1","1","1","1","1","1","4","2750","2","3","1","2","1","2","4","1","4","1","1","NA","NA","659.29","NA","1","1","1","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73379,"3","2013","16",21986,11430,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10556,,"NA","3","3","1","1","1","1","1","1","1","1","6","NA","2","NA","1","2","2","2","1","1","6","2","1","1300","NA","919.9","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA",,"2",1.5,,,,,
"2013","BE",73382,"3","2013","15",45336,39755,3621,3621,,,,,,,,3621,0,0,0,0,,0,,0,0,0,,5581,,"NA","3","3","1","1","1","1","1","1","1","1","5","4000","1","3","2","1","2","2","3","3","6","2","1","NA","NA","1686.4","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","BE",73412,"3","2013","15",69872,46222,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,1491,,22159,,"NA","3","3","1","1","1","1","1","1","1","1","4","4000","2","NA","2","1","2","2","1","5","4","2","1","NA","NA","345.67","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA",,"2",1.5,,,,,
"2013","BE",73422,"2","2013","6",87611,71419,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16192,,"NA","3","3","1","1","1","1","1","1","1","1","5","4000","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","621.25","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA",,"2",1.5,,,,,
"2013","BE",73426,"2","2013","17",67242,42686,0,0,,,,,,,,0,0,0,0,0,,143,,0,0,6124,,18432,,"2","3","NA","1","1","1","1","1","1","1","2","2","2300","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","259.51","NA","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","1","2","1","1",,"2",1.5,,,,,
"2013","BE",73443,"2","2013","10",27683,22923,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4760,,"3","3","NA","1","1","1","1","1","3","1","1","4","2500","3","NA","2","2","1","2","1","1","6","2","1","NA","NA","351.05","NA","1","1","2","1","NA","NA","NA","NA","1","NA","NA","NA","2","NA","1","1",,"2",1.5,,,,,
"2013","BE",73444,"4","2013","16",27881,27785,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,96,,"NA","3","3","1","1","1","1","1","1","1","1","4","3500","3","NA","2","2","2","2","2","2","4","1","1","NA","NA","429","425","1","1","1","NA","1","1","NA","NA","1","1","NA","NA","NA","1","NA","NA",,"2",1.5,,,,,
"2013","BE",73445,"3","2013","15",35021,8188,0,0,,,,,,,,0,0,0,0,0,,771,,0,0,0,,26832,,"3","3","NA","1","1","1","1","1","1","1","2","4","3000","2","NA","2","2","2","2","2","1","6","1","1","NA","NA","269.17","NA","1","1","1","NA","NA","1","NA","NA","NA","1","1","NA","1","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73446,"2","2013","13",34154,36000,0,0,,,,,,,,0,2170,0,0,1475,,118,,0,0,0,,-1846,,"NA","3","NA","1","1","1","1","1","3","1","1","5","2000","2","NA","2","2","2","1","1","1","5","2","1","NA","NA","522.44","1900","1","1","1","NA","NA","NA","NA","1","1","NA","1","1","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73457,"2","2013","21",43933,42749,0,0,,,,,,,,0,0,0,0,0,,10652,,0,0,0,,1184,,"NA","3","NA","1","1","1","1","1","1","1","1","6","4000","2","NA","2","2","2","2","2","1","6","2","1","NA","NA","783.88","NA","1","1","1","NA","NA","NA","1","1","NA","1","NA","1","NA","NA","1","1",,"2",1.5,,,,,
"2013","BE",73482,"2","2013","18",53099,49479,0,0,,,,,,,,0,13423,0,0,0,,0,,0,0,0,,3620,,"3","3","NA","1","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","2","4","1","4","2","1","NA","NA","487.01","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","1",,"2",1.5,,,,,
"2013","BE",73492,"4","2013","31",17325,8385,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8940,,"3","NA","3","1","1","1","1","1","1","1","1","6","4000","3","NA","2","1","2","1","1","2","4","2","1","NA","NA","427.82","NA","1","1","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73502,"2","2013","12",23428,23408,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,20,,"NA","3","3","1","1","1","1","1","1","1","1","5","8000","3","NA","1","2","2","2","1","3","4","2","1","NA","NA","397.64","NA","1","1","1","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","1","1",,"2",1.5,,,,,
"2013","BE",73544,"4","2013","16",29978,22734,0,0,,,,,,,,0,0,0,0,0,,249,,0,0,0,,7245,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3000","2","NA","2","2","2","2","3","1","4","2","1","NA","NA","666.69","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73558,"2","2013","11",37167,30237,0,0,,,,,,,,0,5029,0,0,0,,279,,0,0,0,,6929,,"NA","3","3","1","1","1","1","1","1","1","1","6","1500","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","462.83","NA","1","1","1","NA","1","NA","NA","NA","1","NA","1","1","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73584,"2","2013","14",51113,44276,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6837,,"NA","3","NA","1","1","1","1","1","1","1","1","4","20000","1","NA","2","2","2","1","4","1","6","2","1","NA","NA","658.67","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73589,"2","2013","16",37279,10480,0,0,,,,,,,,0,0,0,0,0,,290,,0,0,0,,26800,,"3","3","NA","1","1","1","1","1","3","1","1","2","4000","3","NA","2","2","2","2","2","1","6","2","1","NA","NA","429","2800","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73594,"2","2013","8",106257,106247,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"3","3","NA","1","1","1","1","1","1","1","1","4","2000","1","NA","2","1","2","1","2","2","4","1","1","NA","NA","619.58","465","1","1","2","1","1","NA","1","1","1","NA","1","1","1","1","2","NA",,"2",1.5,,,,,
"2013","BE",73604,"3","2013","17",93073,65740,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,12148,,15185,,"3","3","NA","1","1","1","1","1","3","1","1","3","1500","1","NA","2","2","1","2","1","2","6","2","1","NA","NA","574.27","200","1","1","1","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73608,"2","2013","35",15588,15510,4230,4230,,,,,,,,4230,0,0,0,0,,71,,0,0,0,,78,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","1","3","2","2","2","2","3","1","4","2","1","NA","NA","227.17","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","BE",73624,"2","2013","29",33119,21199,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11920,,"NA","3","NA","1","2","2","1","1","1","1","1","3","3700","1","NA","2","2","2","2","2","2","6","2","1","NA","NA","369.75","NA","1","1","1","NA","1","NA","NA","NA","1","NA","1","NA","NA","1","NA","NA",,"2",1.5,,,,,
"2013","BE",73634,"2","2013","19",1415,-3469,1415,1415,,,,,,,,1415,0,0,0,0,,0,,0,0,0,,4883,,"3","3","NA","1","1","1","1","1","2","1","1","5","1500","3","NA","2","2","2","2","2","3","6","2","1","NA","NA","669.33","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73662,"3","2013","28",24093,17528,3209,3209,,,,,,,,3209,0,0,0,0,,2807,,0,0,0,,6565,,"3","3","NA","2","1","1","1","1","3","1","1","4","2500","3","NA","2","2","2","1","4","2","6","2","1","NA","NA","351.05","1080","1","1","1","1","1","NA","NA","NA","2","NA","NA","NA","NA","NA","2","1",,"2",1.5,,,,,
"2013","BE",73668,"2","2013","19",89292,71492,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,17800,,"3","3","NA","1","1","1","1","1","1","1","1","6","2500","3","NA","2","2","2","2","2","1","6","2","1","NA","NA","214.48","NA","1","1","1","NA","1","1","NA","NA","1","NA","NA","1","1","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73671,"2","2013","10",42289,35837,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6452,,"3","3","NA","1","1","1","1","1","1","1","1","5","2500","3","NA","2","2","1","2","2","2","6","2","1","NA","NA","486.16","NA","1","1","3","NA","NA","1","NA","1","1","NA","1","1","NA","1","1","1",,"2",1.5,,,,,
"2013","BE",73678,"4","2013","14",8883,8217,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,667,,"NA","3","3","2","1","1","1","1","1","1","1","4","3500","1","NA","2","2","2","1","2","1","3","2","2","NA","NA","1800.49","NA","1","1","2","1","NA","1","NA","1","NA","NA","NA","1","NA","1","1","3",,"2",1.3,,,,,
"2013","BE",73679,"2","2013","22",41633,36714,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4919,,"NA","3","NA","2","1","1","1","1","3","1","1","1","3000","3","NA","2","2","2","2","2","2","6","2","1","NA","NA","1893.53","1502","1","1","1","NA","NA","NA","NA","1","1","NA","NA","NA","1","1","NA","NA",,"2",1.5,,,,,
"2013","BE",73681,"3","2013","15",67880,42451,0,0,,,,,,,,0,0,0,0,0,,1200,,0,0,0,,25429,,"3","3","NA","1","1","1","1","1","1","1","1","5","2700","1","NA","2","2","2","1","2","2","6","1","1","NA","NA","330.29","NA","1","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73683,"3","2013","44",26159,13440,0,0,,,,,,,,0,0,0,0,0,,223,,0,0,0,,12719,,"3","3","3","1","1","1","1","1","1","1","1","5","3000","3","NA","2","2","1","2","2","5","3","2","1","NA","NA","580","NA","1","1","1","1","1","1","NA","1","NA","NA","NA","1","NA","1","NA","NA",,"2",1.3,,,,,
"2013","BE",73702,"3","2013","15",68341,58782,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9559,,"NA","3","NA","2","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","4","1","6","2","1","NA","NA","223","NA","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73744,"2","2013","17",39525,39489,0,0,,,,,,,,0,2320,0,0,0,,166,,0,0,0,,36,,"NA","3","3","1","1","2","1","1","1","1","1","6","1200","2","NA","2","2","2","2","3","1","2","2","1","NA","NA","624.66","NA","1","1","1","1","1","NA","NA","1","NA","1","NA","1","NA","1","1","1",,"2",1.5,,,,,
"2013","BE",73748,"4","2013","31",92265,78474,0,0,,,,,,,,0,1598,0,0,799,,67,,0,0,0,,13791,,"NA","3","3","2","1","1","1","1","1","1","1","4","2500","1","1","2","2","1","2","2","2","6","2","1","1000","NA","526.22","NA","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","3","1","1","1",,"2",1.5,,,,,
"2013","BE",73757,"3","2013","17",40960,37705,0,0,,,,,,,,0,0,0,0,0,,193,,0,0,0,,3255,,"NA","3","NA","1","1","2","1","1","1","1","1","3","2000","2","NA","2","2","1","2","1","2","4","1","1","NA","NA","696.68","750","1","1","1","1","1","NA","NA","1","1","NA","3","1","1","NA","1","1",,"2",1.5,,,,,
"2013","BE",73827,"2","2013","21",48096,22639,0,0,,,,,,,,0,0,0,0,0,,100,,0,0,6891,,18565,,"3","3","NA","2","1","1","1","1","1","1","2","1","3500","3","NA","1","1","2","2","1","1","6","2","1","925","NA","878","2200","1","1","2","1","NA","NA","NA","3","NA","NA","1","NA","1","1","NA","NA",,"2",1.5,,,,,
"2013","BE",73832,"2","2013","19",10323,9743,0,0,,,,,,,,0,0,0,0,0,,5,,0,0,0,,579,,"3","3","NA","1","1","2","1","1","1","1","1","5","2200","3","NA","2","2","2","2","1","1","2","2","1","313.98","NA","528","NA","1","1","3","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73835,"3","2013","18",931,-20408,0,0,,,,,,,,0,0,0,0,0,,931,,0,0,0,,21340,,"3","3","NA","2","1","2","1","1","1","1","1","6","1700","3","3","2","2","2","2","4","2","4","2","1","NA","NA","1114","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","2","1","3","NA","NA","3",,"2",1.5,,,,,
"2013","BE",73854,"2","2013","36",62,-274,0,0,,,,,,,,0,0,0,0,0,,62,,0,0,0,,337,,"3","3","3","1","1","2","1","1","3","1","1","3","2500","3","NA","2","1","2","1","2","2","4","2","1","NA","NA","418.99","235","1","1","2","NA","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73863,"2","2013","21",31719,42655,4979,4979,,,,,,,,4979,0,0,0,0,,0,,0,0,0,,-10936,,"NA","3","NA","1","1","2","1","1","1","1","1","5","4000","3","NA","2","1","2","2","1","2","6","2","1","NA","NA","643.76","248","1","1","1","2","1","1","NA","1","1","1","NA","NA","NA","1","1","NA",,"2",1.5,,,,,
"2013","BE",73865,"4","2013","15",29890,30407,0,0,,,,,,,,0,0,9175,0,0,,0,,0,0,0,,-517,,"NA","3","3","1","1","1","1","1","1","1","3","5","3000","3","NA","2","2","2","1","NA","1","4","2","1","NA","NA","714.17","NA","1","1","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA",,"2",1.5,,,,,
"2013","BE",73866,"3","2013","6",40607,37236,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3371,,"3","3","3","1","1","1","1","1","1","1","1","4","2500","1","NA","2","2","2","2","2","1","6","2","1","NA","NA","1044.55","NA","1","1","1","NA","NA","NA","1","NA","1","1","1","NA","2","NA","2","2",,"2",1.5,,,,,
"2013","BE",73909,"3","2013","56",26153,18025,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8128,,"NA","3","3","1","1","1","1","1","1","1","1","3","NA","3","3","2","2","2","1","1","1","6","2","1","NA","NA","326.5","NA","1","1","1","NA","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73919,"2","2013","28",7863,-180,0,0,,,,,,,,0,0,0,0,0,,24,,0,0,0,,8043,,"NA","3","NA","1","1","2","1","1","1","1","1","3","2700","2","NA","2","2","2","2","2","1","5","2","2","NA","NA","365.33","2120","1","1","1","2","NA","NA","NA","NA","NA","1","1","NA","NA","1","NA","1",,"2",1.3,,,,,
"2013","BE",73922,"2","2013","51",61871,39355,0,0,,,,,,,,0,4511,0,0,0,,225,,0,0,0,,22516,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2500","2","NA","2","2","2","2","1","1","6","1","1","NA","NA","621.25","NA","1","1","1","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73932,"2","2013","24",41770,39400,0,0,,,,,,,,0,0,0,0,0,,124,,0,0,0,,2370,,"3","3","NA","1","1","2","1","1","1","1","1","5","1500","3","NA","2","2","2","2","1","4","6","2","1","NA","NA","732.88","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","2","1","1","NA","2","NA",,"2",1.5,,,,,
"2013","BE",73961,"2","2013","35",51818,37983,0,0,,,,,,,,0,0,0,0,0,,329,,0,0,0,,13835,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2500","3","NA","2","1","2","1","4","3","4","2","1","NA","NA","658.67","NA","1","1","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73969,"2","2013","11",11699,-9699,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21398,,"NA","3","3","1","1","2","1","1","1","1","1","5","3000","2","NA","2","2","1","1","2","1","6","2","1","NA","NA","468.39","NA","1","1","1","2","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",73971,"2","2013","9",29158,20418,0,0,,,,,,,,0,0,0,0,0,,21,,0,0,0,,8740,,"NA","3","NA","1","1","1","1","1","3","1","1","2","2000","3","1","2","2","2","2","4","3","6","2","1","NA","NA","353.25","NA","1","1","1","NA","NA","1","NA","NA","NA","1","1","NA","2","1","2","NA",,"2",1.5,,,,,
"2013","BE",73980,"2","2013","24",42719,33992,0,0,,,,,,,,0,0,0,0,0,,273,,0,0,0,,8727,,"NA","3","NA","1","1","1","1","1","1","1","2","3","3000","3","NA","1","2","2","2","1","3","6","2","1","NA","NA","1005","NA","1","1","2","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","1",,"2",1.5,,,,,
"2013","BE",73983,"2","2013","24",10234,9855,0,0,,,,,,,,0,0,0,0,0,,110,,0,0,0,,379,,"3","3","NA","1","1","1","1","1","1","1","1","3","3100","3","NA","2","2","2","1","1","3","6","2","1","NA","NA","878","NA","1","1","1","1","1","NA","1","1","NA","NA","1","NA","2","NA","2","NA",,"2",1.5,,,,,
"2013","BE",73991,"2","2013","16",64292,44382,0,0,,,,,,,,0,0,0,0,0,,76,,0,0,0,,19910,,"3","3","NA","1","1","1","1","1","1","1","1","5","3100","1","3","2","1","2","2","1","1","5","2","1","NA","NA","856.75","NA","1","1","1","NA","1","NA","NA","NA","1","1","1","NA","2","1","NA","1",,"2",1.5,,,,,
"2013","BE",74003,"3","2013","15",24983,15590,6928,6928,,,,,,,,6928,0,0,0,0,,0,,0,0,0,,9394,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","2","3","2","6","1","1","NA","NA","942.58","750","1","1","1","1","NA","NA","NA","1","NA","NA","NA","1","1","NA","1","NA",,"2",1.5,,,,,
"2013","BE",74009,"2","2013","19",37488,37454,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,34,,"3","1","NA","1","1","1","1","1","1","1","1","4","3000","1","NA","2","2","2","1","3","2","6","2","1","NA","NA","2273.36","248","1","1","3","NA","1","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74028,"2","2013","21",16773,1437,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15336,,"3","3","NA","2","1","1","1","1","1","1","1","6","3500","3","NA","2","2","2","2","3","3","6","2","2","NA","NA","798","1041","1","1","2","1","NA","NA","2","1","3","1","NA","NA","NA","1","1","NA",,"2",1.5,,,,,
"2013","BE",74031,"2","2013","11",13544,10479,0,0,,,,,,,,0,2482,0,0,0,,46,,0,0,0,,3066,,"3","3","3","1","1","1","1","1","1","1","2","5","2000","2","3","2","2","2","1","1","3","5","2","1","NA","NA","608.42","NA","1","1","1","1","NA","1","1","1","NA","NA","1","NA","NA","2","NA","1",,"2",1.5,,,,,
"2013","BE",74036,"2","2013","14",29827,29781,0,0,,,,,,,,0,0,0,0,0,,1049,,0,0,0,,45,,"NA","3","NA","1","1","1","1","1","1","1","1","6","4000","3","3","2","1","2","1","2","2","6","2","1","NA","NA","658.67","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74050,"2","2013","26",20922,14905,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6017,,"NA","3","3","1","1","1","1","1","1","1","1","4","3500","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","696.68","600","1","1","1","1","NA","NA","1","NA","1","NA","1","1","NA","NA","NA","1",,"2",1.5,,,,,
"2013","BE",74064,"2","2013","18",25513,20144,0,0,,,,,,,,0,2592,0,0,5655,,0,,0,0,0,,5369,,"3","3","NA","1","1","1","1","1","1","1","1","4","2500","3","NA","2","2","1","2","1","2","3","2","1","NA","NA","1106","958","1","1","2","2","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74098,"3","2013","5",22270,20163,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2106,,"3","3","NA","2","1","1","1","1","1","1","1","2","5500","3","1","2","2","2","2","1","2","5","2","1","568.69","NA","323.83","679","1","1","1","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74114,"2","2013","23",32092,17433,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,14659,,"NA","3","NA","1","1","1","1","1","1","1","1","4","4000","3","3","2","2","2","2","4","1","6","2","1","NA","NA","295.83","NA","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA",,"2",1.5,,,,,
"2013","BE",74127,"3","2013","9",35359,21975,0,0,,,,,,,,0,0,0,0,0,,496,,0,0,0,,13383,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","2","2","6","2","1","NA","NA","1005","NA","1","1","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA",,"2",1.5,,,,,
"2013","BE",74130,"2","2013","11",50583,50518,4110,4110,,,,,,,,4110,0,0,0,0,,257,,0,0,0,,65,,"3","3","NA","1","1","1","1","1","1","1","1","4","2000","2","NA","2","2","2","1","3","2","6","2","1","NA","NA","774.67","803","1","1","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74178,"2","2013","14",95546,86088,0,0,,,,,,,,0,0,0,0,0,,41363,,0,0,9786,,-328,,"NA","3","NA","1","1","1","1","1","1","1","1","6","6000","3","NA","2","1","2","2","2","4","5","2","1","NA","NA","181.17","500","1","1","1","NA","NA","NA","NA","1","NA","NA","1","1","1","NA","1","NA",,"2",1.5,,,,,
"2013","BE",74181,"3","2013","9",23022,22391,2076,2076,,,,,,,,2076,0,0,0,0,,0,,0,0,0,,631,,"3","3","NA","1","1","1","1","1","1","1","1","5","4000","3","1","2","2","2","2","2","1","6","2","1","NA","NA","624.66","NA","1","1","1","2","1","NA","1","NA","NA","1","NA","1","1","1","1","1",,"2",1.5,,,,,
"2013","BE",74211,"3","2013","15",41430,15794,0,0,,,,,,,,0,0,0,0,0,,108,,0,0,0,,25636,,"NA","3","NA","1","1","1","1","1","1","1","1","4","5000","3","NA","2","2","2","1","2","2","5","2","1","NA","NA","470.33","NA","1","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA",,"2",1.5,,,,,
"2013","BE",74223,"2","2013","27",80188,74139,0,0,,,,,,,,0,0,0,0,0,,6320,,0,0,0,,6049,,"3","1","3","1","1","1","1","1","1","3","3","4","1200","3","NA","2","2","1","1","3","1","2","2","1","NA","NA","2273.36","743.03","1","1","1","NA","1","NA","1","1","1","1","NA","NA","NA","1","NA","1",,"2",1.5,,,,,
"2013","BE",74225,"3","2013","34",38722,64350,0,0,,,,,,,,0,0,0,0,0,,273,,0,0,0,,-25628,,"NA","3","NA","1","1","1","1","1","1","1","1","4","5500","2","3","2","2","2","2","1","1","6","1","1","NA","NA","659.29","NA","1","1","3","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74248,"2","2013","33",38741,31916,0,0,,,,,,,,0,0,0,0,0,,77,,0,0,0,,6824,,"NA","3","3","1","1","1","1","1","1","1","1","6","2000","1","NA","2","2","2","2","1","5","6","2","1","NA","NA","919.9","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74257,"2","2013","16",30445,18968,0,0,,,,,,,,0,0,0,0,0,,132,,0,0,0,,11477,,"NA","3","NA","1","1","2","1","1","3","1","3","6","3500","3","3","2","2","1","2","2","1","6","1","1","NA","NA","458","500","1","1","3","NA","NA","1","1","NA","1","NA","NA","1","NA","1","1","1",,"2",1.5,,,,,
"2013","BE",74293,"2","2013","NA",58983,29854,0,0,,,,,,,,0,0,0,0,0,,1259,,0,0,0,,29129,,"NA","3","3","1","1","1","1","1","1","1","1","4","2500","3","3","2","2","2","2","1","1","6","2","1","NA","NA","345.67","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74298,"3","2013","14",61124,59929,0,0,,,,,,,,0,0,0,0,0,,40,,0,0,0,,1195,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","2","2","2","6","2","1","NA","NA","312.33","600","1","1","1","NA","NA","NA","1","1","NA","1","1","1","1","NA","NA","1",,"2",1.5,,,,,
"2013","BE",74304,"2","2013","23",44221,39898,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4323,,"NA","3","3","1","1","1","1","1","1","1","1","4","5500","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","659.29","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74315,"2","2013","16",27488,23974,0,0,,,,,,,,0,0,0,0,0,,56,,0,0,0,,3514,,"NA","3","NA","1","1","1","1","1","2","1","1","2","3000","1","NA","2","2","2","1","3","1","5","2","1","925","NA","425.42","NA","1","1","1","NA","NA","1","1","1","1","1","NA","1","1","NA","NA","NA",,"2",1.5,,,,,
"2013","BE",74325,"4","2013","19",29044,25326,0,0,,,,,,,,0,0,0,0,0,,126,,0,0,0,,3718,,"3","3","3","2","1","1","1","1","3","1","1","6","2850","1","3","2","2","2","2","2","5","6","2","1","NA","NA","2273.36","425","1","1","1","NA","NA","1","1","NA","1","NA","1","NA","NA","1","1","NA",,"2",1.5,,,,,
